Country/Region,Population,Area,Maximum,"Per 100,000 inh.",% Confirmed,Blank 2,Comments,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26
US South Carolina,5148714,77857,2308163,44829.893445237,10.9440885707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,10,10,31,31,41,58,87,123,173,263,344,643,643,914,1407,1661,1764,2310,2727,2763,2763,2947,3789,5085,5699,6326,6995,6995,18314,18976,18976,23680,24634,27367,28183,30093,31425,31425,33872,34733,34733,36284,38833,40480,40480,41277,43111,44463,44463,49014,50761,50761,52145,54217,56512,59379,61616,64188,64188,67771,77482,77482,73442,80963,84457,84457,93140,93140,102535,109616,109616,120486,131559,135063,135063,138238,150023,158910,163947,166020,172734,175683,182249,188257,189519,200216,204688,218777,222925,230851,231299,232744,237859,244661,247982,252532,230057,236059,241906,248336,255557,267679,272754,280523,288300,296249,302667,303880,309251,318208,333358,334671,351164,359802,369305,380572,389872,401401,409032,420693,430809,439857,445291,453840,463765,475235,488090,492508,507101,517481,525983,539964,553375,561993,577386,588316,598693,609160,618474,629372,638490,647813,658901,670330,680990,691391,692835,711869,722257,731675,740457,748622,756145,767961,778075,785984,791630,796351,800089,806028,851784,860400,867601,873547,878481,884128,892800,903181,912132,892336,896477,906107,910079,918019,926509,935623,942873,949548,954402,959032,969425,981984,993927,1001225,1009710,1014151,1017319,1032459,1044476,1054872,1071863,1088473,1074737,1080922,1087587,1111404,1123265,1132595,1144118,1172484,1190584,1207106,1226467,1242797,1252538,1273928,1300414,1309098,1316454,1338052,1339758,1378086,1389106,1403136,1410596,1430639,1452568,1470311,1484658,1497817,1511481,1526565,1546608,1566317,1585051,1601263,1610200,1619922,1633549,1649351,1667501,1679084,1706414,1733232,1745026,1753781,1773742,1788360,1802050,1827352,1842038,1855123,1865888,1873285,1897097,1944928,1959102,1967225,1988512,2000709,2020945,2030994,2072140,2090589,2105533,2122323,2138289,2162127,2192748,2225252,2246568,2267605,2287492,2308163,2308163
US South Dakota,884659,196350,318354,35986.0692085877,4.1810564472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,11,18,35,82,191,336,504,562,562,562,677,705,761,790,820,860,2019,2445,2660,3217,3579,3717,4032,4382,4780,5224,5593,6020,6268,6748,7147,7647,8004,8553,9002,9296,9859,10550,11062,11660,12062,12326,12815,13446,14065,14824,15596,16274,16375,16612,16833,17028,17363,18091,18417,18713,19022,19416,20114,21293,22952,23894,24578,25197,25844,26473,27414,28176,28559,29045,29709,30389,31301,32344,33528,34905,35283,37038,38006,39026,40682,42938,44128,45661,46846,48662,52622,53363,55458,57060,57819,59159,60685,61744,63005,64513,65319,66395,67202,68988,70353,71193,71915,73026,73329,73986,75077,75854,77015,78100,78893,79457,80088,80943,81941,82993,83830,84003,84303,85365,86226,87310,88542,89606,90608,91378,92164,93543,94036,95973,97247,98087,98654,99845,101058,102536,103490,105913,106926,106827,107491,109714,110345,111635,112932,113953,114648,115381,116374,117574,118727,119987,120897,121477,122409,123628,124770,126014,127449,128774,129293,130013,131047,132108,133775,135630,136760,137463,137733,138045,141283,142940,144506,145651,146529,147595,148925,150537,152293,153907,155101,156093,156686,157889,159250,160963,162609,163956,165139,166096,169655,171523,173704,175221,176353,177023,178346,180132,181661,183947,186134,187504,188344,189146,190769,195003,196261,198019,199775,200443,201477,208780,211261,214153,216485,218111,219244,220402,222321,224239,226990,229204,231047,232450,234726,236250,238446,241002,243680,245930,247094,249165,251296,253514,256656,259532,262165,263137,265210,266796,269136,272190,274683,277035,278803,280699,283120,286088,288661,291823,294114,296147,298359,300973,303269,306869,309170,311218,313297,315794,318354,318354
US Tennessee,6829174,106798,4391717,64308.1725549825,12.4631558335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,7,57,97,142,162,196,322,403,447,503,791,3643,3777,3887,11184,11796,14909,16091,18338,20574,23304,27360,32452,34611,37839,41391,45300,47350,52874,56618,59849,62799,66828,70677,76195,78831,80896,85049,87273,90586,97098,100689,108182,114980,123100,131328,141406,147474,154402,161928,168549,177626,186132,196276,204607,211443,218862,227101,236328,243578,252748,261869,273277,283824,292917,302317,309756,320201,325280,337428,346123,354013,360583,368170,373758,383576,396219,403504,409630,415989,421967,427046,435977,448493,462136,470779,476138,482172,491421,498768,512763,521197,528827,535294,590173,601362,615220,629978,638990,644573,652394,661689,675340,685629,700105,705419,718304,727549,742032,748553,748553,777206,793127,817886,838454,862489,878604,896166,904618,921199,950959,972714,994575,1007114,1018015,1053961,1071888,1097673,1123697,1150672,1173652,1197297,1215167,1238233,1263828,1295985,1322613,1332374,1382852,1411452,1436511,1456239,1480812,1513405,1542853,1562298,1574533,1592650,1612045,1635191,1662032,1685486,1713120,1727907,1740784,1759692,1787721,1812043,1829758,1857340,1871108,1894372,1928954,1952103,1981238,2007760,2045193,2059354,2074612,2102121,2128229,2155504,2177005,2189010,2200999,2217751,2238231,2265003,2283234,2310324,2331199,2344781,2350991,2367502,2393040,2420379,2442734,2456149,2492851,2515429,2543236,2564879,2603342,2627087,2667126,2679406,2691404,2713343,2729388,2762845,2789879,2832536,2847342,2860481,2884356,2902732,2919014,2936962,2970388,3014664,3040282,3062543,3089853,3116772,3141232,3172361,3211720,3225624,3243821,3268663,3274513,3305133,3340819,3383392,3396736,3416255,3436334,3478495,3505140,3546736,3569435,3586241,3608613,3637643,3662089,3671773,3683173,3720657,3734564,3760384,3780132,3791407,3836617,3873139,3928231,3943804,3974023,3995978,4019449,4054301,4100329,4161846,4176151,4200984,4218632,4240548,4269060,4305687,4334644,4340462,4354895,4391717
US Texas,28995881,676587,10386194,35819.549680177,9.0818893755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,8,8,12,13,21,23,39,51,56,57,1268,1907,2355,5277,6522,8756,10055,11167,13494,21424,23666,25260,25760,35880,42992,47857,50679,55764,63751,70938,85357,88649,96258,106134,115718,120533,124533,133226,146467,151810,158547,169536,176239,182710,190394,205399,216783,225078,242547,262816,276021,290517,300384,314790,330300,351775,380648,390560,407398,427210,438938,455162,477118,489294,501776,525697,538172,556776,587313,609630,638739,650355,679845,700146,720928,740181,741362,762706,763545,805654,821233,855674,873218,893275,928517,951865,970031,986224,1006768,1038555,1061576,1093277,1100446,1120316,1147355,1161087,1206320,1226957,1260319,1295983,1314761,1348442,1369638,1407741,1423914,1463398,1526180,1549009,1597290,1630258,1659340,1697334,1722826,1775219,1819189,1869282,1921948,1975803,2013906,2071809,2133457,2163729,2221287,2258708,2313212,2389789,2429624,2492754,2540125,2598680,2642199,2699855,2767321,2842685,2932364,2984554,3043574,3104148,3164656,3231931,3306042,3369975,3428882,3476926,3539368,3609474,3669752,3747779,3747779,3834586,3884848,3908235,3944480,4000532,4012657,4025864,4073661,4088863,4106360,4230763,4282041,4321676,4439041,4476167,4500645,4517189,4547069,4580026,4640860,4668028,4670875,4724559,4764640,4793914,4842362,4900972,4924712,4961553,5033554,5068862,5107503,5119753,5183948,5282579,5320999,5339126,5372132,5405257,5454041,5519641,5550139,5213247,5247542,5299620,5345176,5444801,5563176,5593488,5622498,5667732,5740674,5860833,5913449,5994813,6016907,6171755,6200826,6237157,6282329,6368742,6472939,6537885,6571677,6636248,6664440,6703106,6746030,6830631,6887551,6951394,7012023,7067676,7111890,7211046,7274236,7326919,7384043,7444326,7474874,7532717,7611586,7710195,7762242,7809150,7883440,7933477,8005112,8080012,8154233,8218245,8291703,8328869,8404187,8483728,8553766,8634990,8734857,8849942,8901839,9007171,9033217,9153369,9235382,9371443,9378611,9441069,9522343,9656497,9787236,9908129,9991420,10123856,10240403,10319842,10386194
US Utah,3205958,212818,1297873,40483.1566726701,7.0574164501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,27,34,46,72,130,221,387,685,1022,1476,2014,2593,3428,4042,4669,5821,6596,7855,9572,12232,15083,17757,19138,21413,24241,26505,29198,31659,33701,35075,37340,39724,41955,44038,46078,47539,48344,50000,53021,55993,60046,64430,68606,71655,77048,81880,87213,91553,95906,99960,102143,105553,109745,113457,116767,121950,125050,128267,131191,135330,139774,144138,148303,150922,152744,155563,159646,162706,166137,169453,172879,175577,178886,182504,185729,188957,192477,195826,197999,199794,202402,205760,208893,213067,216976,219952,223760,227160,231029,234751,239620,243391,246265,250408,255492,259839,263617,268534,272748,276308,280425,284296,288387,293680,299207,304001,307840,312535,317664,323410,328574,335063,340989,346729,352462,357729,363994,370384,376456,379956,383497,389488,395216,401157,407927,414769,420807,425785,433554,440036,447670,454756,461506,467213,472055,477627,483723,489982,496362,502558,506419,510572,515557,520754,525780,530268,535515,539702,543069,547566,552459,557414,562739,567378,571844,575043,578084,582036,586424,590636,595078,598857,602203,606184,610832,615619,619711,624990,628473,631297,635133,639428,643883,647583,652419,656596,659297,663050,667493,672051,676673,681438,685923,688805,691359,694309,698425,703161,708231,711973,714922,720331,726490,732682,738980,746137,752105,756090,762359,769910,778412,785727,794487,801308,805996,812209,819987,827136,835124,842884,849830,854412,857060,862274,871780,880169,890719,896766,900997,909124,917021,923932,925428,941244,948245,954879,959942,966892,976126,984137,992734,1001239,1006802,1013395,1019962,1029872,1039515,1046819,1053391,1061170,1068439,1073952,1086344,1096628,1107994,1116732,1125403,1135628,1144013,1155716,1164731,1180724,1189268,1198557,1208117,1218943,1233330,1247675,1259782,1272248,1279344,1291122,1297873,1297873
US Vermont,623989,23871,218607,35033.7906597712,57.1222889992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,31,37,61,93,138,228,340,417,504,600,658,792,1001,1132,1280,1521,1694,1970,2929,3081,3426,3739,4011,4269,4521,4774,5325,5754,6373,6736,7253,7632,7898,8215,8796,9478,10036,10261,10692,11051,11615,12025,12267,12491,12595,12928,13254,13651,14122,14373,14681,14809,15021,15236,15815,16128,16471,16795,16974,17195,17606,18140,18616,19093,19724,20036,20638,21428,22169,23137,23914,24491,25058,25058,25701,25733,27424,28590,29669,30423,30999,31152,31885,32667,33970,35326,36619,37195,37834,39117,40083,41218,42798,44228,45742,47209,48634,49933,50982,52557,52890,53663,54745,55887,57028,57845,58607,59328,59860,60709,61589,62723,63865,64993,65764,66292,67341,68395,69397,70024,70353,71113,71756,72749,74098,75032,75851,76581,77624,78358,79040,79366,80446,82500,83868,84947,85742,86582,87692,88816,89809,90617,91861,92461,93284,94368,95392,96681,97238,98801,98990,100052,100962,101803,102691,103353,103957,105073,105907,107417,110297,111335,113223,114097,113897,115459,116998,118604,120043,121390,122078,122841,124831,126755,130180,133275,135721,138446,139096,140881,142198,143088,144063,145993,146782,147170,147306,148575,149661,150673,151478,151592,152064,153195,154099,154800,155895,156739,157341,157263,158189,159279,160276,160990,161925,162747,162727,163844,164859,165786,166520,167506,167441,168021,169402,170439,171179,172826,173715,174560,175256,175726,176605,177333,178460,179597,179713,180694,181677,182943,184670,185607,186058,186291,187037,188102,188683,189680,190108,190359,190127,191087,192027,192728,193523,194382,194794,195455,196281,197619,198607,199626,200304,201176,202177,202721,205694,207016,210293,213729,215433,216701,218607,218607
US Virgin Islands,104425,350,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US Virgin Islands,104425,350,28036,26847.9770169978,18.4326101249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,6,6,17,17,72,72,74,128,146,156,156,156,182,192,224,248,265,265,287,297,323,350,350,373,377,382,408,424,443,601,607,628,637,637,696,748,757,775,778,794,873,877,988,1017,1031,1039,1056,1056,1092,1092,1171,1179,1184,1197,1233,1263,1263,1347,1347,1367,1383,1383,1412,1412,1412,1412,1494,1511,1686,1702,1702,1702,1811,2006,2026,2046,2051,2196,2196,2199,2208,2241,2252,2293,2356,2377,2378,2378,2427,2427,2524,2566,2578,2578,2620,2671,2734,2786,2827,2827,2827,2903,2966,3016,3061,3171,3171,3230,3299,3395,3514,3626,3807,4089,4290,4290,4880,5285,6053,6522,6884,6921,7161,7466,7836,7836,8253,8352,8397,8670,8804,8804,9181,9289,9289,9436,9775,10103,10375,10499,10619,10879,10904,11063,11417,11650,11999,12117,12171,12418,12664,13345,13542,13827,14318,14318,14442,14611,14965,15196,15379,15832,16106,16234,16387,16486,16793,16940,17211,17325,17420,17444,17444,17865,18050,18223,18343,18351,18545,18672,18779,18954,18954,19312,19312,19464,19618,19824,19972,19972,20160,20160,20373,20561,20771,21011,21011,21239,21477,21477,21594,21688,21758,21758,21945,21945,22062,22187,22365,22504,22504,22852,22852,22852,23105,23254,23435,23435,23435,23617,23659,23945,23945,24219,24430,24430,24519,24565,24746,24904,25118,25118,25417,25417,25487,25487,25487,25487,26069,26069,26069,26433,26698,26940,27091,27267,27479,27479,27734,28036,28036
US Virginia,8535519,102279,3261387,38209.5921759415,14.2480865007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,31,38,41,61,69,134,147,147,408,489,1028,1278,1923,2325,2790,3337,3697,4470,5370,6189,7337,9166,10609,12038,13401,15344,17589,19005,21552,23671,24521,28645,30645,33026,35459,37999,39985,41401,42763,44169,46444,48997,51931,54733,56735,58354,60778,64889,69440,72642,76600,80679,83298,85940,91509,106440,102096,108002,112293,113708,113708,123152,129945,137149,143055,150617,155329,161392,166830,178014,185568,190361,196226,202789,212626,218599,225175,232470,244085,258750,267181,277047,287281,298377,305512,315391,324719,328889,342387,353590,363770,371131,379816,383592,390856,398364,407397,450530,459993,469000,478999,485438,494341,502068,512411,531404,545676,558123,568377,576571,592966,606463,617926,628328,636372,645034,658633,674256,688360,699229,709355,715113,728117,737999,753428,768725,786335,804045,814015,830850,844982,861173,876704,889701,907363,920461,940092,954187,972200,990299,1010443,1028240,1039211,1059410,1076756,1094973,1110747,1127361,1140026,1155108,1168038,1179756,1194927,1208745,1223028,1244258,1261547,1271545,1287556,1306103,1320272,1337240,1353848,1373442,1390305,1407015,1422928,1441961,1458475,1470887,1483980,1499970,1507542,1507542,1544436,1560673,1573427,1586551,1598689,1610691,1624531,1639828,1657556,1670084,1682098,1689744,1700004,1716462,1734047,1750110,1766238,1779329,1791808,1806247,1828512,1838235,1873355,1888817,1905474,1918489,1929570,1960009,1980649,2000579,2010539,2034617,2047065,2057645,2081967,2102198,2121758,2122825,2148109,2162363,2178542,2198370,2228231,2247176,2265905,2281091,2302010,2313940,2336626,2356897,2376550,2397078,2408500,2422481,2442510,2462742,2483341,2500546,2521816,2537269,2555585,2575759,2596604,2619752,2639539,2661376,2677061,2699771,2715175,2733990,2758354,2782039,2803062,2819087,2837139,2858627,2871201,2881795,2905317,2939243,2957245,2982632,3003410,3028092,3056992,3093060,3141191,3183955,3210565,3237740,3261387
US Washington,7614893,172119,2907013,38175.362411527,18.8882369758,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,117,305,531,782,1156,1667,2092,2632,3673,5486,7805,11614,15940,18316,20059,25055,29870,34696,39156,43276,45706,47738,53245,58745,63993,68680,73297,76094,78081,83531,88412,93374,98545,103598,106297,108393,113776,119252,124317,128808,133289,135476,136957,141543,146201,150699,155401,160524,163092,165059,170027,174818,179945,184908,191084,194532,196617,202414,208382,214078,219604,225299,228003,229800,236165,242290,248702,254216,260312,262820,264596,270794,276900,283044,289417,295958,299456,301924,310386,319019,326079,331812,337656,341006,343829,347132,355902,363211,370033,376873,380960,383882,391905,400375,407704,414081,422150,426922,430047,440607,452358,464779,476749,486386,492809,496902,508785,521345,532140,541935,551941,559013,562810,576444,589542,604087,617320,630907,639585,644439,662055,679784,695932,710743,720812,725446,730249,747998,765654,781051,793550,807777,818120,823502,842062,859975,876825,892236,908633,918320,923531,941258,958315,974082,988535,1003710,1013279,1018223,1035519,1051622,1066898,1081486,1096302,1105298,1110085,1127619,1143993,1159061,1173650,1188665,1198007,1202997,1221951,1237902,1254514,1269631,1284141,1292977,1297928,1314115,1329216,1344043,1356868,1369264,1376533,1379036,1380050,1380050,1380104,1391309,1408164,1423771,1461354,1461354,1473245,1480039,1496353,1518089,1534090,1550477,1563053,1563053,1583903,1597987,1614748,1631162,1644585,1653967,1665715,1676702,1691047,1704670,1704670,1723040,1736556,1740899,1740899,1743296,1783279,1801021,1820623,1837206,1848463,1854399,1868089,1884704,1905759,1922956,1935899,1951407,1961067,1987477,2016471,2037946,2061438,2061438,2123908,2123908,2146509,2169192,2194254,2215090,2230785,2244336,2252788,2276453,2296275,2318931,2360387,2360387,2372596,2362595,2383332,2405352,2426385,2450122,2469146,2470185,2495151,2519494,2541074,2568257,2592766,2612198,2627515,2644425,2644425,2694170,2722087,2748782,2778095,2795736,2813081,2835472,2856474,2877894,2894367,2894367,2900644,2904126,2907013
US West Virginia,1792147,62259,1085099,60547.4327719768,24.5608646446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,3,7,17,26,38,80,80,123,145,226,341,397,460,630,798,1082,1855,2427,2818,3110,4143,4575,5493,6367,7686,8838,9940,12059,12545,13863,14555,15452,16257,16655,17038,17656,18306,18681,19440,20031,22155,22763,25836,27905,29811,32966,39063,43039,43055,43071,44541,46844,49146,51638,53239,54823,55784,57521,59436,60997,62644,63469,65069,66680,68713,70936,73393,75490,76035,78301,80641,83141,84829,83744,85694,86325,87811,88461,90315,93377,95890,97622,98095,100543,103768,106049,108518,109723,111807,113605,114338,117990,121120,124039,127517,131199,131953,137071,141370,144429,146014,148396,150589,151204,154328,157048,158704,161957,164655,166508,169655,171764,173352,178341,180702,181429,184821,188981,189847,193915,197189,201203,203823,207036,208225,214012,217904,219174,222552,225511,230988,234980,240326,242387,251072,253173,256914,261726,266033,269844,274127,277481,283988,287224,291212,295046,298439,302594,307409,312677,317920,323072,327044,330609,335239,339515,344700,350244,355339,360839,365725,369724,377713,384319,391858,396193,398654,403570,409605,413809,419581,426257,431122,436047,438441,441585,445094,448911,453481,458378,461765,462760,463930,467790,471791,478876,483764,488015,490646,493883,498283,503133,509486,514304,519516,522669,525580,529025,535394,542291,549723,553270,558313,561568,566588,576499,582705,590079,596531,599553,603345,609660,617623,628006,633942,639434,644666,649465,656414,667579,672361,680872,687990,691809,696597,705151,710357,715690,723207,736376,743737,748959,759646,769302,778494,787586,794491,800408,806208,817092,827059,837704,849461,857085,864043,875117,888299,902293,915656,926879,938911,947444,960384,977539,994372,1013043,1026969,1038846,1053635,1069343,1085099
US Wisconsin,5822434,140268,2523306,43337.6488252164,6.3383085827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,32,32,32,37,38,46,93,192,192,350,560,1121,1698,2366,3690,4943,6655,7516,8762,10756,12389,14109,16366,17826,17278,18960,20640,22357,24640,26335,27812,29440,31576,33394,34867,36890,38502,39880,40849,42243,43779,45610,47204,48975,50499,51956,53350,55268,57467,60937,63853,66198,68472,70926,74290,77446,81116,84490,87224,90005,93863,98088,103656,108295,113337,116857,119953,124879,129560,135467,142001,148084,153931,158944,162929,169569,179030,189043,196172,203459,210950,218741,229118,239796,253431,263290,270667,274331,284898,301372,313560,325931,337739,349079,356687,370944,381182,390495,402157,413488,422706,428993,440174,449865,460503,471664,481889,487949,494512,506340,516444,527666,536836,545950,552454,558392,571201,583832,596755,606984,613844,618851,624143,636777,647560,660764,673510,685584,693229,699861,714544,728496,742809,756265,768742,776850,783866,798398,813213,828511,846007,860243,870229,877186,891631,906379,923681,939083,954003,963656,970836,989016,1006094,1023836,1037976,1051158,1058577,1066758,1080400,1090377,1102817,1113294,1124666,1130779,1136755,1146821,1156297,1166197,1176789,1185514,1190354,1195241,1205277,1215673,1226498,1235675,1244470,1249602,1253422,1265321,1273730,1282921,1294667,1302741,1308247,1313721,1317836,1326763,1335630,1345659,1357360,1365137,1369104,1381463,1393753,1405298,1418412,1431004,1439394,1446215,1458819,1472405,1485770,1500974,1513643,1521696,1529594,1540438,1552370,1566844,1580519,1594765,1605641,1614232,1625846,1639497,1656295,1671293,1685908,1696192,1706023,1720713,1735471,1750966,1765796,1765796,1765796,1886955,1900711,1910755,1926469,1944538,1962769,1976943,1989820,2006587,2016720,2030170,2049123,2064506,2082628,2091546,2112994,2129582,2145384,2166439,2185823,2198711,2212898,2233256,2251217,2274371,2293535,2312924,2331163,2343710,2366956,2387606,2407639,2427381,2446079,2461490,2474141,2491197,2508987,2523306
