Country/Region,Population,Area,Maximum,"Per 100,000 inh.",% Confirmed,Blank 2,Comments,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26
US Kentucky,4467673,102269,2508849,56155.6094190421,15.1009034604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,14,21,34,54,64,118,153,155,255,317,380,489,639,768,1571,1866,1886,3022,3300,4016,5123,5541,6018,6810,7556,7900,12804,15572,16663,18767,19955,21604,21801,24288,24288,24567,25866,26683,27697,28324,29747,30596,32225,32572,32820,33328,36075,42844,44962,46558,48474,48799,52411,54101,56612,57649,57649,58409,60047,61014,78606,81401,86447,86923,86923,104024,110634,117395,121278,127734,129685,129685,153986,153986,158780,166240,171459,169856,169856,169856,182101,182101,221274,208195,213753,216046,227271,232199,235925,242417,249062,249062,252857,259938,274414,281094,281094,294585,294585,295851,296033,299869,306380,311227,317161,317281,322032,331294,335702,342882,350754,350754,358491,361441,370934,377090,385794,395647,395647,395647,400342,409872,415921,424013,432690,437902,438170,441885,455556,459187,468004,483062,490201,492724,494154,508693,519075,524795,533476,541583,541898,547450,557713,568341,579306,587823,596674,597136,600293,607855,620822,632444,641994,648435,648839,657807,668355,674775,687620,700642,711976,712361,716816,726900,730820,739718,748467,748467,749731,767464,775468,783389,792885,804650,815659,816114,821320,830421,837211,844424,852440,871819,872129,869233,870650,878290,884491,900690,930222,930752,996575,1006439,1027779,1038685,1051851,1054776,1055212,1065404,1075620,1224142,1233935,1252328,1282596,1283051,1301191,1371241,1384609,1408615,1431600,1443856,1444472,1463278,1475754,1491770,1511238,1536085,1547178,1548025,1576416,1602616,1613841,1645379,1666429,1687530,1688340,1711919,1720328,1728638,1758052,1777204,1799931,1801393,1824845,1836688,1847286,1857453,1892860,1912810,1914233,1943582,1951791,1999654,2028170,2196876,2066810,2067987,2106069,2126356,2129054,2167395,2196131,2217321,2218770,2265659,2287167,2318785,2355104,2381856,2434836,2437028,2469063,2498456,2508849,2508849
US Louisiana,4648794,111898,3310705,71216.4273142669,14.6726393604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,12,43,51,73,160,246,303,423,575,805,1041,2760,3498,5948,8603,11451,18029,21359,25161,27871,34033,38967,45776,51086,53645,58498,60325,69166,74655,81406,86919,92280,96915,104045,108091,118422,121928,126586,131987,137999,135348,136111,136442,136846,137513,138112,139002,143036,146989,151108,156568,161309,168251,172858,176160,180931,188231,194672,200767,202416,212157,215872,220830,228012,237904,247588,253189,259742,265170,269748,278073,285970,305381,311808,314447,316036,330898,341026,347647,355027,355027,368819,375109,387370,393133,402087,411186,420786,428069,434065,442602,453668,460120,469673,479534,504383,509332,518725,532717,545221,545221,590909,604816,610812,618064,635939,648505,660665,678006,678006,696111,704637,728511,752088,767374,784142,784142,802454,813645,847598,865737,880140,905248,924447,934995,953426,976455,1001200,1024137,1043940,1043940,1069304,1102924,1122962,1152901,1174868,1199726,1199726,1233264,1260022,1276304,1295131,1317390,1342243,1342243,1379440,1393910,1449857,1469867,1484972,1505002,1505002,1540571,1547933,1568564,1598609,1615980,1637012,1637012,1658087,1674289,1689991,1704974,1719034,1738807,1738807,1763838,1772481,1794062,1808868,1818904,1829179,1829179,1869451,1873490,1890526,1904779,1917099,1932644,1932644,1959244,1964229,1968354,1999962,2010519,2037753,2037753,2066730,2079299,2091958,2115184,2124190,2146986,2146986,2178999,2185792,2206974,2220009,2237534,2256065,2256065,2283149,2289618,2307757,2318604,2334745,2357449,2357449,2383670,2391020,2403780,2427915,2440215,2450087,2450087,2488868,2492265,2512847,2519723,2546007,2565652,2565652,2592598,2597464,2616457,2631404,2651160,2671238,2671238,2697507,2702566,2723277,2738401,2751797,2763671,2763671,2783118,2788484,2817860,2825919,2847666,2866476,2866476,2892957,2898463,2924923,2924923,2958488,2992468,2992468,3029596,3037236,3068330,3085849,3111627,3209377,3209377,3251946,3262192,3296384,3310705,3310705
US Maine,1344212,79883,841328,62588.9368641256,74.6851309365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,20,42,66,94,94,94,781,1335,1713,2057,2321,2337,2353,2898,3139,3326,3549,3562,3605,3647,3669,6391,6432,6464,6520,6544,6558,6587,6607,6625,6648,6674,6704,6721,12306,12342,14846,14872,14903,14923,14943,14951,14964,17691,17721,17749,17774,17799,17807,17824,20602,20641,20669,20698,20731,20751,20772,23346,23422,23466,23500,23528,23554,23569,23607,23657,23695,23740,23779,23805,23833,37269,37327,37398,37463,37505,37524,37559,45617,45669,45706,49566,49609,49633,52968,53009,56201,57532,58923,58969,61645,62420,63940,65457,66887,68350,69858,70971,72335,74018,74060,77161,79576,80990,81004,81707,85190,87598,89854,91932,93495,93523,94952,97241,100817,103449,105945,107932,109550,110906,112938,115758,118406,119890,122314,123962,125475,127931,130462,133445,134929,137437,139222,142243,145018,147675,150620,153373,155318,157441,159100,162077,164807,167167,169746,172074,174145,175761,178245,180916,183722,186401,188986,190906,192453,199118,202284,205043,207354,210223,212554,214326,217242,220185,223865,227751,231701,234856,237374,241996,245927,251173,255358,259661,262935,268735,273032,281053,286603,291975,296854,300032,302706,309725,313909,320008,325003,330168,333777,336489,342187,351378,364424,371187,374138,375392,375432,386035,399966,406394,406419,421196,423396,428054,435100,442391,449290,449308,449341,466682,469220,475749,482615,491052,491082,491109,491138,514278,520402,526067,533641,533689,533715,549477,554094,560810,567382,574283,574325,574389,588653,595786,603303,611912,623413,623511,623558,644435,647961,657250,667850,676065,676224,676314,698403,704431,704573,725560,734410,734562,734715,756172,764918,775369,788349,795391,795556,795792,825349,833554,841090,841328
US Maryland,6045680,25142,2287167,37831.4267377698,12.0073866023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,29,44,55,78,95,103,106,111,120,125,131,151,179,201,243,284,338,382,443,517,674,868,12508,13593,14729,16528,19218,21221,23690,25610,28337,29617,31627,38462,41529,44448,47238,49764,51751,53733,55763,58843,62009,65370,67891,71397,73635,76529,80100,84716,89123,96665,104976,107785,110929,114359,120983,125522,132794,136995,140103,144012,148600,152187,156028,159931,164780,169503,173574,178454,182826,190175,194926,201506,208658,215330,220233,227902,232327,240362,249577,254487,262055,274858,284518,293946,301881,308730,315815,327625,337018,347726,357376,364803,371503,378082,384642,392370,400095,408758,415309,421108,429225,441343,447608,453669,462280,469031,474725,483535,490457,498959,506397,513816,519473,529313,535855,542604,553175,563834,573342,579962,587361,594378,603108,612581,621063,629277,643391,651957,666069,680088,692529,708216,720986,739785,749279,764367,782833,789041,804350,825326,838572,855518,868256,878959,893965,911191,929354,944786,960637,972346,982395,992141,1006824,1019523,1039345,1056810,1067459,1078838,1095094,1110273,1127652,1142410,1157612,1167305,1175768,1187676,1204267,1220441,1232896,1247593,1255565,1263171,1275082,1291270,1304483,1319238,1330853,1338917,1345646,1357605,1371465,1384455,1393324,1405189,1410598,1415522,1423727,1432876,1444452,1455845,1464863,1472782,1482958,1494342,1504867,1518804,1529476,1537629,1544014,1552105,1561579,1572484,1584300,1594363,1603099,1610310,1618007,1628200,1639785,1649725,1659847,1668317,1675227,1683904,1696299,1707367,1719802,1731844,1742435,1751309,1760654,1770835,1782457,1794904,1806662,1816722,1824905,1832007,1843355,1855294,1866927,1878929,1888371,1898094,1905952,1916848,1926518,1938672,1949180,1960445,1967900,1979067,1990023,2003170,2015314,2026292,2037645,2047847,2060836,2071985,2084302,2098169,2110466,2123275,2135601,2149335,2169508,2185431,2206289,2225389,2238492,2252024,2270660,2287167
US Massachusetts,6892503,20202,3275409,47521.3286087797,15.2632832232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,23,38,648,1296,1751,2271,3147,4109,5225,6023,8941,13774,19818,23645,29395,35073,39090,42819,46961,51764,56634,62988,68828,71967,76459,81374,87541,94989,102442,108881,116844,122294,126929,132760,142590,152320,162131,169115,177462,184612,189702,204316,215213,226845,236100,244887,254500,265618,275647,289636,298994,314646,324268,333349,339639,351632,366023,376537,388389,394728,401496,410032,424361,435679,448089,460826,469199,476940,489953,501486,511644,520986,532373,540561,545481,552144,562323,571745,582519,592853,603433,609395,617761,624935,634769,644639,652490,657269,661992,672090,683088,693359,703596,712710,717231,723647,732046,741260,750807,764937,773320,780063,787642,795072,805456,814085,826342,835794,842287,848141,858435,866258,877780,885767,891685,899417,906760,915995,925761,938616,946334,957480,966143,978214,988713,1001684,1014587,1026833,1040535,1051281,1059181,1070062,1086252,1099480,1110883,1120759,1131157,1141116,1156818,1169152,1188430,1201163,1214540,1226852,1242276,1259594,1271218,1286055,1302744,1319939,1331276,1346344,1362101,1389980,1411532,1434501,1449968,1464914,1476567,1496640,1518522,1545337,1553673,1553673,1591579,1614402,1634167,1659510,1683248,1707155,1723774,1742517,1764172,1771706,1803312,1820864,1841675,1859402,1869279,1878721,1890070,1907999,1927402,1945834,1957955,1970175,1981998,1998641,2026295,2048535,2069863,2087281,2098116,2107281,2127944,2146526,2162414,2176778,2194841,2207953,2222139,2236565,2254770,2276229,2290114,2309113,2320428,2333254,2349414,2363484,2383082,2398294,2414084,2432880,2446741,2459860,2474616,2489643,2502072,2517646,2535301,2552694,2565472,2583501,2599364,2618607,2635607,2655689,2669651,2688340,2706776,2727118,2745378,2762094,2776247,2790437,2812539,2837094,2857859,2881767,2901920,2916246,2932097,2952714,2974611,2996729,3024727,3042924,3060081,3078086,3101308,3123408,3148397,3181171,3207055,3222588,3245573,3275409,3275409
US Michigan,9986857,146435,6392563,64009.7580249722,18.1383780747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,27,50,74,108,148,206,277,408,567,784,1088,1494,1933,2393,3167,4538,6009,7327,9260,11109,12613,14909,17144,20177,24205,27939,30767,33201,40626,44988,50197,54819,59639,64786,68612,73047,77308,81240,85526,89769,93221,96221,99765,104288,108361,113729,119588,124143,127315,131887,139256,147358,156699,165784,172218,178220,185681,194448,204861,216449,227047,237385,244390,252480,263588,275694,287915,300491,311997,320450,332297,347342,366700,383693,399514,411179,421826,434927,451784,465999,482398,502357,516849,528544,537957,549981,568070,585460,601984,617830,630760,645237,661175,677555,692523,705271,715856,726225,739164,756036,756051,770520,786287,799483,813498,824037,835534,849885,850186,879928,894634,907426,918017,928668,944805,962839,981706,1000821,1016679,1029375,1045057,1061859,1085137,1108265,1130154,1146819,1159363,1176511,1200003,1223553,1246805,1274122,1296155,1313427,1333786,1367919,1395154,1425506,1456078,1484459,1506789,1529375,1559613,1586724,1614646,1614646,1670744,1700489,1727882,1793233,1813178,1844447,1876830,1901841,1926823,1954415,1980472,2006578,2036595,2075121,2101332,2122589,2146554,2181841,2222386,2261151,2291779,2321050,2340207,2362525,2395188,2425702,2425702,2459039,2533472,2554894,2579175,2620352,2650831,2683874,2683874,2744794,2764431,2789407,2816816,2849451,2877981,2919002,2919002,2962678,2980084,3003277,3036448,3072786,3110610,3110610,3162087,3187621,3218461,3251731,3285030,3318469,3318469,3370667,3390878,3425107,3462824,3502312,3543057,3543057,3593990,3618084,3647862,3683581,3723748,3764274,3764274,3818827,3844962,3879635,3921840,3965016,4010309,4010309,4061097,4099559,4129412,4171989,4225410,4270757,4270757,4335624,4385791,4420831,4468863,4525886,4579991,4579991,4652388,4693470,4748002,4800717,4862083,4911592,4911592,5008299,5050490,5093676,5154882,5207467,5213961,5213961,5368310,5427625,5482476,5549792,5623152,5692584,5692584,5808470,5865787,5922691,5992927,6076686,6164253,6164253,6263536,6334377,6392563,6392563
US Minnesota,5639632,206232,2403190,42612.5321652193,8.3068270982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,50,50,85,143,238,350,603,937,1515,2018,2522,2954,3236,4044,4279,4860,4904,5994,11690,13169,14245,18082,19291,20335,21851,22853,24836,26182,27845,29307,30485,32035,33488,35319,37078,38704,39894,40679,41870,43566,45022,46488,47970,49202,50044,51793,53923,56414,59494,62109,64673,66690,70036,77118,81465,85950,89680,92844,96912,100078,104557,109572,114448,119361,124661,129964,133977,141274,148008,157136,165104,171085,177474,183851,190808,199088,208810,217706,224687,231340,238282,247809,257754,268137,276573,283455,287636,295307,311208,322148,333185,343597,353141,360912,369793,381833,395234,408052,417710,417710,422922,429145,448587,460879,475152,492043,504363,513137,520045,529643,542696,557278,568907,585417,592955,605316,617107,630427,645172,645172,674015,679693,685247,692970,705440,725825,742095,755052,768989,777614,790497,805212,819511,835962,853188,867410,876859,888551,905315,922876,940696,957374,970726,979988,993091,1007882,834354,846268,858341,872004,878111,887623,899480,910271,921397,934973,944160,946030,952785,963096,973546,984473,994054,1000023,1003306,1020926,1030093,1041537,1051256,1060320,1067810,1072526,1079047,1093490,1101710,1111137,1122071,1128023,1132922,1150854,1158388,1168307,1177800,1188293,1197675,1201870,1204193,1205501,1212560,1222522,1233305,1243355,1247867,1252392,1263546,1278837,1291395,1303475,1312937,1317433,1323951,1336851,1351156,1368682,1384512,1397865,1406578,1414701,1429575,1447050,1462532,1480219,1494177,1502736,1511141,1526559,1543542,1561103,1578724,1589752,1600861,1613411,1623517,1646955,1661623,1681318,1694569,1700265,1708514,1722897,1734245,1744115,1770733,1784312,1792078,1801504,1820395,1836799,1854258,1869845,1892909,1900013,1920465,1941496,1963849,1983443,2004582,2018855,2033885,2045316,2070714,2095513,2119079,2151282,2176285,2191193,2207809,2236816,2264278,2282358,2318754,2345719,2370205,2403190,2403190
US Mississippi,2976149,121531,1094654,36780.8869784409,7.4273249108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,42,45,90,94,289,389,513,602,775,835,1321,1392,1872,1943,2776,3139,3223,3318,3836,4474,4785,5930,6111,6588,7218,20370,20547,20635,20892,21101,21274,21413,30984,37878,38151,38415,38584,38765,39065,51434,52364,53835,55389,55670,58957,60788,63462,64412,66094,66340,71548,74475,77593,79677,80308,80525,80787,81191,81479,81602,95885,97692,100048,105326,106823,108476,113126,115767,117760,120680,125970,137973,134220,137902,143917,147819,148132,156497,166308,165932,171837,176254,179498,184747,184985,193113,193123,203249,208212,208212,213885,213885,214493,213885,214053,230503,240803,244389,238715,238715,238715,238715,253249,253860,261661,265997,271894,277321,280188,283522,287546,293752,299039,299039,309915,310141,314688,315645,316319,324804,330312,334343,335211,343415,350213,356857,363900,371464,377285,378077,389975,395198,403030,404012,411480,421886,423093,427597,433133,443304,449881,454505,461473,462145,462717,463791,477822,482541,487212,493590,494117,494593,504404,507814,508426,511042,519765,520146,524589,525384,526732,527626,529802,533622,534248,542662,547261,551790,556638,562882,568517,569164,573865,577517,581586,586581,587404,597399,597809,598051,606461,609638,613238,618379,622539,622793,625806,626311,632731,633432,633432,702886,703163,706906,712501,716711,721759,726386,730713,730895,735892,736481,737033,737729,738401,739010,739331,805358,805358,806896,807474,808336,809293,809587,809883,810596,811472,812794,838799,839550,839550,840136,840866,841667,842625,843420,844632,844632,845307,846161,881604,922851,923600,924424,924764,958073,958717,959483,961095,962062,963093,963897,1001068,1002001,1003257,1004528,1005833,1007203,1008172,1041889,1042794,1044387,1045782,1047420,1049392,1050171,1091151,1091816,1092908,1094654
US Missouri,6137428,178040,1782717,29046.6462498623,6.2058705785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,65,73,94,127,170,215,266,332,416,442,459,552,552,725,871,1038,10920,12385,14235,15941,17427,19683,21470,24905,27249,29835,31969,34110,38494,40740,43172,45200,45428,47978,49012,50648,51717,53759,53909,56013,57120,58156,59450,65207,67218,69748,71106,73503,77159,80687,82425,82744,82976,91451,95066,100747,103622,108721,108898,115546,115620,121296,124142,127110,134458,139340,146255,151338,154110,161984,162092,172946,148304,151619,157385,160298,165521,171067,177850,185430,193561,199708,205430,211353,218661,224542,230065,236858,241461,245695,251629,259040,265135,269796,275489,279941,284791,285002,297342,306284,311115,315157,317374,317374,327024,341648,348618,355290,361173,367406,373007,389740,397318,404959,412261,419509,426745,435348,442340,454825,454825,474550,485508,495777,505103,517947,529301,537896,550876,559079,571912,580320,589460,603284,612615,619721,626951,641904,652924,660899,675133,686773,696745,702467,712948,721523,730574,742311,752740,752740,752740,769918,787220,798581,811357,824869,835441,845618,858617,867481,874795,885874,896106,904694,914833,919712,924078,932140,943023,954633,965326,974237,982955,991244,998097,1008078,1021730,1038301,1045843,1054385,1061230,1070909,1083924,1096572,1113373,1128700,1145207,1155752,1164383,1178581,1190380,1202624,1212508,1219559,1241749,1244563,1259531,1273165,1289169,1298106,1302958,1303034,1304385,1315418,1326189,1339556,1350745,1358668,1367139,1375015,1387139,1399619,1447667,1447667,1447667,1447667,1352161,1359246,1361263,1378663,1386536,1393100,1394624,1407874,1432472,1439316,1450015,1458840,1465949,1474405,1481236,1490617,1499282,1510155,1518716,1528098,1539263,1546955,1557001,1567231,1578411,1599615,1607875,1599170,1627919,1639564,1647747,1661030,1669473,1678572,1692549,1702476,1712709,1724526,1727217,1739720,1750096,1759203,1770305,1782717
US Montana,1068778,376962,631927,59126.1234793381,10.5882343085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,15,21,35,56,108,110,205,311,509,773,947,1166,1177,1180,1689,2001,2199,2698,3385,4297,4314,4418,4918,5320,5576,6177,6603,6790,6985,7398,7860,8297,8581,8913,9098,9234,9583,9936,10244,10569,10898,11051,11241,11583,11875,12127,12497,12862,13033,13191,13528,13914,14203,14635,15007,15088,15272,19704,20247,20945,21329,21704,22572,23035,23852,24549,25418,26091,26885,28167,28950,29726,30524,31857,32652,33381,33682,33834,35643,36793,38529,39284,39798,40657,42212,43448,44642,45888,46754,47378,51592,53184,54616,55777,57022,58004,58907,60937,63577,65515,66870,68422,69530,70357,71305,73923,75066,78332,80161,81247,82474,88743,90861,93330,95149,97503,98950,100106,102926,105327,106421,108765,112178,113359,114661,118695,121396,123758,127840,130404,131879,133159,139042,141002,143518,146218,149200,151015,152315,158655,161408,165355,168616,169970,171553,174295,179508,181236,183124,185815,187756,188846,189946,193405,194412,196036,197820,199861,200936,201924,204725,205512,206533,207560,208627,209716,210749,233673,236507,238260,240659,242875,245381,246661,250238,252296,253873,255660,259988,261050,262026,267125,268780,271150,273353,274658,278728,280124,285870,289368,292401,295299,298555,300840,302813,311262,314009,317160,321518,326116,329285,330307,337196,339926,343158,348709,353362,354783,357413,369975,372720,376176,381665,386746,388649,390258,400458,409651,414579,419832,425462,428128,431134,442366,445021,447994,452846,461000,464032,465607,476325,481322,484470,487607,492629,498915,501704,508931,512524,517288,520024,523596,525176,526591,540913,544566,547728,557951,566544,569694,572561,573334,583828,591406,595829,601675,608502,613009,617974,622796,627851,631927
US Nebraska,1934408,198974,723010,37376.2929020145,6.0212698624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,18,18,39,50,52,90,93,94,97,188,227,230,267,272,394,404,406,1027,1365,1657,1846,2000,2076,2729,3103,3685,4224,4766,5379,5921,6787,7258,7961,8683,9354,9985,10691,10972,11357,11729,12294,13104,13677,14575,15680,16372,16679,17360,18612,19973,21228,22363,23605,23631,25321,27385,29348,31262,33754,34609,36128,37758,40412,42976,45569,46239,47943,49725,53341,57215,59978,65640,67501,69984,72135,75640,78419,79982,83205,85732,88042,90421,92980,94803,99008,101142,103665,106418,109966,112255,114822,117547,119769,121407,122692,125162,127662,130773,134377,136115,137755,139513,142387,144813,147846,151854,154241,156508,158642,161301,163170,165002,168598,172798,175272,178157,180608,182662,184134,187588,189928,191740,193073,195048,197835,201014,203854,208103,211659,216235,219743,223229,226196,231151,232401,234896,238441,242621,245573,249074,252605,255464,258827,261103,264033,266893,270956,275259,277243,281106,283859,287105,290181,293902,297538,299674,302635,305732,308462,309644,314224,317683,320876,322991,325487,328378,330408,333767,336582,338361,339600,340481,344760,348575,352419,355218,357945,361351,363075,365641,368965,373592,375524,376828,377461,378300,385349,390318,393812,397354,400684,403965,406675,408961,412851,416575,419995,423360,425816,428046,431102,434369,437304,440645,445129,448361,452557,455638,459542,464264,469968,473353,476952,481013,485994,490130,494467,504432,508921,511938,515493,519411,523777,529266,535347,539127,543213,546669,549922,554539,559308,564275,567426,569834,572760,577023,580729,586098,591018,594432,597204,600064,603890,608304,614043,621532,626287,630137,633716,639462,644851,650659,655959,661243,664980,674139,678985,685788,692154,698840,703689,706758,711971,716768,723010
US Nevada,3080156,284332,959193,31141.0525960373,6.6251303693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,18,18,19,19,177,180,190,202,213,231,241,246,1727,2101,2508,2602,3680,4232,4572,5117,6696,8522,9150,11203,11794,12798,14046,14532,16163,16831,17629,18639,20566,21771,22749,23587,24611,25464,26661,27655,28451,29762,30751,31598,32347,33055,33888,34749,36192,37208,38186,38813,40119,41028,41986,43595,44387,45266,46166,47884,49275,51357,53344,56111,58809,60084,64075,66672,69484,72146,73711,80637,81832,87555,91171,94382,99941,107047,110281,114731,123367,128559,131190,134416,138532,142560,146783,152091,156251,161423,166107,171771,175697,180003,183589,187323,193254,199445,204880,210611,216434,222474,227610,230796,234360,238963,241691,244065,248526,252617,256170,259282,263026,267580,273017,277568,284096,284728,293685,301229,307697,311481,316546,323653,329778,335491,341233,347556,353193,360180,364425,370843,377007,382537,389788,395421,398822,404308,414136,421871,430521,438922,444679,450886,457385,463645,469903,474220,482119,484866,489087,491117,500195,506998,513019,517604,522192,524749,527535,533144,538204,542850,547463,551423,553928,556526,560963,566311,570126,574229,576677,579282,581155,584232,588551,592521,595685,597921,600349,602308,605268,608815,613004,619482,622642,624052,624874,627319,633282,637902,642075,644871,646536,649533,652583,656601,660686,665184,666792,669074,671924,675488,681336,685678,688956,692673,695720,698096,701557,706635,710210,713389,716564,718732,720509,724198,730234,734943,738304,741168,743677,747418,745344,747671,755234,759508,763202,766312,769613,774095,780647,783707,787869,791321,794921,798250,798618,803585,808487,813190,816433,819896,823543,829573,835414,842004,846248,850941,854534,859319,865363,871005,877838,882523,887159,892492,895771,903173,906394,919379,925814,933588,943726,950716,959193
